time (UTC),latitude (degrees_north),longitude (degrees_east),tmpsfc (K),ugrd10m (m s-1),vgrd10m (m s-1)
2023-12-26T06:00:00Z,42.0,285.5,272.41354,1.0353515,1.1653564
2023-12-26T06:00:00Z,42.0,286.0,274.31354,0.7153515,0.49535644
2023-12-26T06:00:00Z,42.0,286.5,274.61353,-1.0346484,1.0753564
2023-12-26T06:00:00Z,42.0,287.0,274.51352,0.94535154,0.28535643
2023-12-26T06:00:00Z,42.0,287.5,275.91354,-0.24464843,0.6953564
2023-12-26T06:00:00Z,42.0,288.0,275.61353,0.91535157,0.005356445
2023-12-26T06:00:00Z,42.0,288.5,276.21353,1.2653515,-0.044643555
2023-12-26T06:00:00Z,42.0,289.0,276.11353,1.0553515,0.28535643
2023-12-26T06:00:00Z,42.0,289.5,280.51352,1.6353515,0.60535645
2023-12-26T09:00:00Z,42.0,285.5,272.07083,0.8341675,0.67593014
2023-12-26T09:00:00Z,42.0,286.0,274.27084,0.60416746,1.1659302
2023-12-26T09:00:00Z,42.0,286.5,274.27084,0.23416747,1.7459302
2023-12-26T09:00:00Z,42.0,287.0,274.47083,1.1941675,0.86593014
2023-12-26T09:00:00Z,42.0,287.5,275.37082,-0.16583252,0.53593016
2023-12-26T09:00:00Z,42.0,288.0,275.07083,0.43416747,0.44593015
2023-12-26T09:00:00Z,42.0,288.5,275.57083,0.53416747,0.36593017
2023-12-26T09:00:00Z,42.0,289.0,275.77084,0.12416748,-0.024069823
2023-12-26T09:00:00Z,42.0,289.5,280.47083,1.8141674,-0.9640698
2023-12-26T12:00:00Z,42.0,285.5,273.2022,1.0316333,1.0418115
2023-12-26T12:00:00Z,42.0,286.0,273.5022,0.3116333,0.9318115
2023-12-26T12:00:00Z,42.0,286.5,274.2022,-0.4583667,1.7118115
2023-12-26T12:00:00Z,42.0,287.0,273.6022,0.9316333,0.041811522
2023-12-26T12:00:00Z,42.0,287.5,274.30222,-0.6383667,0.4318115
2023-12-26T12:00:00Z,42.0,288.0,274.5022,1.2916332,0.19181152
2023-12-26T12:00:00Z,42.0,288.5,275.1022,1.7216333,0.26181152
2023-12-26T12:00:00Z,42.0,289.0,275.1022,-0.008366699,1.2018116
2023-12-26T12:00:00Z,42.0,289.5,280.6022,0.7516333,-0.028188476
2023-12-26T15:00:00Z,42.0,285.5,278.8133,0.9078466,1.342207
2023-12-26T15:00:00Z,42.0,286.0,280.01328,0.09784668,1.592207
2023-12-26T15:00:00Z,42.0,286.5,279.4133,0.41784668,1.762207
2023-12-26T15:00:00Z,42.0,287.0,281.01328,0.62784666,0.552207
2023-12-26T15:00:00Z,42.0,287.5,281.51328,0.56784666,0.522207
2023-12-26T15:00:00Z,42.0,288.0,282.2133,1.2278466,0.812207
2023-12-26T15:00:00Z,42.0,288.5,282.51328,1.1678467,0.94220704
2023-12-26T15:00:00Z,42.0,289.0,282.7133,1.3478466,0.36220703
2023-12-26T15:00:00Z,42.0,289.5,280.7133,3.0978465,-1.207793
2023-12-26T18:00:00Z,42.0,285.5,281.5,0.4460327,1.705288
2023-12-26T18:00:00Z,42.0,286.0,282.5,0.20603271,2.075288
2023-12-26T18:00:00Z,42.0,286.5,282.0,0.15603271,1.705288
2023-12-26T18:00:00Z,42.0,287.0,283.9,0.7760327,1.345288
2023-12-26T18:00:00Z,42.0,287.5,285.0,0.6160327,1.115288
2023-12-26T18:00:00Z,42.0,288.0,285.6,1.8760327,1.1852881
2023-12-26T18:00:00Z,42.0,288.5,286.6,0.7860327,1.4152881
2023-12-26T18:00:00Z,42.0,289.0,286.2,1.3760327,1.1952881
2023-12-26T18:00:00Z,42.0,289.5,281.1,-0.10396728,2.515288
2023-12-26T21:00:00Z,42.0,285.5,278.0217,0.69202393,1.7619776
2023-12-26T21:00:00Z,42.0,286.0,279.3217,0.0020239258,1.7519774
2023-12-26T21:00:00Z,42.0,286.5,278.3217,0.012023926,1.4419775
2023-12-26T21:00:00Z,42.0,287.0,278.8217,0.33202392,1.4619775
2023-12-26T21:00:00Z,42.0,287.5,279.4217,-0.09797607,1.5019776
2023-12-26T21:00:00Z,42.0,288.0,279.5217,1.3220239,1.0619775
2023-12-26T21:00:00Z,42.0,288.5,280.5217,0.9620239,1.2919775
2023-12-26T21:00:00Z,42.0,289.0,280.5217,0.6120239,1.6519775
2023-12-26T21:00:00Z,42.0,289.5,280.8217,0.42202392,2.4719775
2023-12-27T00:00:00Z,42.0,285.5,277.57224,0.8293555,1.4075879
2023-12-27T00:00:00Z,42.0,286.0,279.37222,-0.16064453,1.8675878
2023-12-27T00:00:00Z,42.0,286.5,277.47223,-0.38064453,1.8675878
2023-12-27T00:00:00Z,42.0,287.0,276.57224,1.0593555,0.6375879
2023-12-27T00:00:00Z,42.0,287.5,277.77222,0.07935546,1.9075879
2023-12-27T00:00:00Z,42.0,288.0,277.57224,0.68935543,1.4375879
2023-12-27T00:00:00Z,42.0,288.5,278.37222,0.98935544,1.5175879
2023-12-27T00:00:00Z,42.0,289.0,278.6722,1.0893555,1.6675879
2023-12-27T00:00:00Z,42.0,289.5,280.77222,2.3093555,3.3975878
2023-12-27T03:00:00Z,42.0,285.5,277.5338,1.1852173,1.3108984
2023-12-27T03:00:00Z,42.0,286.0,278.23383,-0.034782715,1.7208984
2023-12-27T03:00:00Z,42.0,286.5,278.33383,-0.7047827,1.6708984
2023-12-27T03:00:00Z,42.0,287.0,278.23383,0.6752173,0.9508984
2023-12-27T03:00:00Z,42.0,287.5,277.13382,0.005217285,1.8808984
2023-12-27T03:00:00Z,42.0,288.0,276.63382,0.81521726,1.6408983
2023-12-27T03:00:00Z,42.0,288.5,277.4338,1.0252173,1.4108984
2023-12-27T03:00:00Z,42.0,289.0,277.63382,0.99521726,1.6908984
2023-12-27T03:00:00Z,42.0,289.5,280.73383,1.9152173,3.6108983
2023-12-27T06:00:00Z,42.0,285.5,277.453,1.0419482,1.338999
2023-12-27T06:00:00Z,42.0,286.0,279.25302,-0.16805175,1.748999
2023-12-27T06:00:00Z,42.0,286.5,278.25302,-0.34805176,1.898999
2023-12-27T06:00:00Z,42.0,287.0,276.75302,0.9619482,0.638999
2023-12-27T06:00:00Z,42.0,287.5,278.553,-0.008051758,1.768999
2023-12-27T06:00:00Z,42.0,288.0,276.853,1.1519482,1.478999
2023-12-27T06:00:00Z,42.0,288.5,277.453,1.2119482,1.378999
2023-12-27T06:00:00Z,42.0,289.0,277.153,1.2719482,1.588999
2023-12-27T06:00:00Z,42.0,289.5,280.75302,1.6119483,3.148999
2023-12-27T09:00:00Z,42.0,285.5,277.5926,1.0653906,1.4751685
2023-12-27T09:00:00Z,42.0,286.0,279.1926,-0.22460938,1.6451684
2023-12-27T09:00:00Z,42.0,286.5,278.1926,-0.48460937,1.5751684
2023-12-27T09:00:00Z,42.0,287.0,278.0926,0.63539064,0.61516845
2023-12-27T09:00:00Z,42.0,287.5,278.29257,-0.21460937,1.6151685
2023-12-27T09:00:00Z,42.0,288.0,276.89258,1.2253906,1.0751685
2023-12-27T09:00:00Z,42.0,288.5,277.6926,1.1553906,1.1351684
2023-12-27T09:00:00Z,42.0,289.0,277.89258,0.9053906,1.5651684
2023-12-27T09:00:00Z,42.0,289.5,280.5926,1.6153905,2.5151684
2023-12-27T12:00:00Z,42.0,285.5,277.80002,0.22394286,1.3538623
2023-12-27T12:00:00Z,42.0,286.0,278.80002,-0.14605713,1.4538623
2023-12-27T12:00:00Z,42.0,286.5,277.9,0.03394287,1.6538622
2023-12-27T12:00:00Z,42.0,287.0,277.7,1.0739429,0.5138623
2023-12-27T12:00:00Z,42.0,287.5,276.5,-0.06605713,1.6938623
2023-12-27T12:00:00Z,42.0,288.0,276.9,0.7139428,1.1438622
2023-12-27T12:00:00Z,42.0,288.5,277.2,0.7739428,1.1638622
2023-12-27T12:00:00Z,42.0,289.0,277.30002,0.80394286,1.3038623
2023-12-27T12:00:00Z,42.0,289.5,280.7,1.0439428,1.7238623
2023-12-27T15:00:00Z,42.0,285.5,278.45883,-0.35212156,1.4947729
2023-12-27T15:00:00Z,42.0,286.0,279.55884,0.21787842,0.71477294
2023-12-27T15:00:00Z,42.0,286.5,279.15884,-1.1521215,0.49477294
2023-12-27T15:00:00Z,42.0,287.0,279.45883,0.5278784,-0.0152270505
2023-12-27T15:00:00Z,42.0,287.5,280.45883,0.057878416,0.6747729
2023-12-27T15:00:00Z,42.0,288.0,282.05884,0.35787842,0.9847729
2023-12-27T15:00:00Z,42.0,288.5,282.85886,0.5078784,1.3647729
2023-12-27T15:00:00Z,42.0,289.0,282.55884,0.4678784,1.5947729
2023-12-27T15:00:00Z,42.0,289.5,280.85886,-0.33212158,2.8647728
2023-12-27T18:00:00Z,42.0,285.5,278.70688,-1.106333,1.2758715
2023-12-27T18:00:00Z,42.0,286.0,279.60687,0.013666992,1.0458716
2023-12-27T18:00:00Z,42.0,286.5,280.10687,0.20366699,0.90587157
2023-12-27T18:00:00Z,42.0,287.0,283.40686,-0.91633296,1.6258715
2023-12-27T18:00:00Z,42.0,287.5,284.30685,0.21366699,1.6458715
2023-12-27T18:00:00Z,42.0,288.0,284.70688,0.473667,2.2158716
2023-12-27T18:00:00Z,42.0,288.5,285.10687,0.11366699,2.2958715
2023-12-27T18:00:00Z,42.0,289.0,285.40686,0.843667,2.1258714
2023-12-27T18:00:00Z,42.0,289.5,281.20688,0.193667,3.3758714
2023-12-27T21:00:00Z,42.0,285.5,278.29413,-1.1798804,0.9339941
2023-12-27T21:00:00Z,42.0,286.0,279.19412,0.7201196,-0.11600586
2023-12-27T21:00:00Z,42.0,286.5,279.19412,-1.0098803,0.053994138
2023-12-27T21:00:00Z,42.0,287.0,279.4941,-0.58988035,0.29399413
2023-12-27T21:00:00Z,42.0,287.5,281.19412,-0.49988037,0.10399414
2023-12-27T21:00:00Z,42.0,288.0,281.4941,-0.13988037,1.1339941
2023-12-27T21:00:00Z,42.0,288.5,281.89413,-0.08988037,1.1039941
2023-12-27T21:00:00Z,42.0,289.0,282.4941,0.4601196,0.83399415
2023-12-27T21:00:00Z,42.0,289.5,281.19412,-0.6098803,2.193994
2023-12-28T00:00:00Z,42.0,285.5,278.30493,-1.382102,1.1269189
2023-12-28T00:00:00Z,42.0,286.0,279.20493,0.84789795,0.5469189
2023-12-28T00:00:00Z,42.0,286.5,279.20493,-1.142102,0.16691895
2023-12-28T00:00:00Z,42.0,287.0,279.10495,-1.3321021,-0.39308104
2023-12-28T00:00:00Z,42.0,287.5,280.80493,-1.042102,-0.38308105
2023-12-28T00:00:00Z,42.0,288.0,280.70493,-1.0621021,0.056918945
2023-12-28T00:00:00Z,42.0,288.5,281.20493,-1.162102,-0.16308105
2023-12-28T00:00:00Z,42.0,289.0,281.90494,-0.682102,0.08691894
2023-12-28T00:00:00Z,42.0,289.5,281.20493,-0.92210203,1.2769189
2023-12-28T03:00:00Z,42.0,285.5,278.03662,-1.6817163,0.44098145
2023-12-28T03:00:00Z,42.0,286.0,279.63663,0.4582837,-0.44901854
2023-12-28T03:00:00Z,42.0,286.5,279.23663,-0.9517163,-0.61901855
2023-12-28T03:00:00Z,42.0,287.0,279.33664,-0.9417163,-1.6990185
2023-12-28T03:00:00Z,42.0,287.5,281.03662,-0.6817163,-1.6790185
2023-12-28T03:00:00Z,42.0,288.0,281.13663,-2.1417162,-0.7090185
2023-12-28T03:00:00Z,42.0,288.5,281.4366,-1.6817163,-1.1990185
2023-12-28T03:00:00Z,42.0,289.0,282.03662,-2.1217163,-1.2090185
2023-12-28T03:00:00Z,42.0,289.5,281.33664,-2.9917161,-1.3090185
2023-12-28T06:00:00Z,42.0,285.5,277.90598,-2.180227,-0.030656738
2023-12-28T06:00:00Z,42.0,286.0,280.00595,-0.66022706,-1.7706567
2023-12-28T06:00:00Z,42.0,286.5,279.70596,-1.120227,0.53934324
2023-12-28T06:00:00Z,42.0,287.0,279.70596,-2.620227,-0.9606567
2023-12-28T06:00:00Z,42.0,287.5,281.40598,-0.75022703,-2.1606567
2023-12-28T06:00:00Z,42.0,288.0,281.30597,-2.660227,-2.1506567
2023-12-28T06:00:00Z,42.0,288.5,281.90598,-2.670227,-1.8606567
2023-12-28T06:00:00Z,42.0,289.0,282.10596,-1.730227,-1.7806567
2023-12-28T06:00:00Z,42.0,289.5,281.00595,-6.080227,-2.4206567
2023-12-28T09:00:00Z,42.0,285.5,278.19244,-1.8059374,-0.13231444
2023-12-28T09:00:00Z,42.0,286.0,279.99243,0.77406245,-1.3823144
2023-12-28T09:00:00Z,42.0,286.5,280.49243,-3.4559374,0.95768553
2023-12-28T09:00:00Z,42.0,287.0,279.99243,-3.6959374,-1.5423144
2023-12-28T09:00:00Z,42.0,287.5,281.49243,-2.1659374,-2.5223143
2023-12-28T09:00:00Z,42.0,288.0,280.99243,-3.3659375,-2.0223143
2023-12-28T09:00:00Z,42.0,288.5,281.49243,-1.1859375,-1.4823145
2023-12-28T09:00:00Z,42.0,289.0,282.09244,-3.8459375,-1.2123144
2023-12-28T09:00:00Z,42.0,289.5,280.89243,-5.9359374,-1.2423145
2023-12-28T12:00:00Z,42.0,285.5,278.70493,-1.6923852,-0.7292505
2023-12-28T12:00:00Z,42.0,286.0,280.70493,-0.21238525,-3.2792504
2023-12-28T12:00:00Z,42.0,286.5,280.60492,-3.1723852,-2.0692503
2023-12-28T12:00:00Z,42.0,287.0,279.3049,-3.6523852,-3.1492505
2023-12-28T12:00:00Z,42.0,287.5,280.60492,-4.8223853,-2.3592505
2023-12-28T12:00:00Z,42.0,288.0,279.20493,-2.1323853,-3.9592505
2023-12-28T12:00:00Z,42.0,288.5,279.60492,-2.3623853,-3.7992504
2023-12-28T12:00:00Z,42.0,289.0,280.70493,-1.6423852,-4.8192506
2023-12-28T12:00:00Z,42.0,289.5,281.0049,-5.5723853,-3.7492504
2023-12-28T15:00:00Z,42.0,285.5,278.9251,-1.7282617,-1.0014013
2023-12-28T15:00:00Z,42.0,286.0,281.8251,-0.5582617,-4.1414013
2023-12-28T15:00:00Z,42.0,286.5,281.1251,-1.9482616,-2.3114014
2023-12-28T15:00:00Z,42.0,287.0,279.02512,-3.5782616,-3.9914012
2023-12-28T15:00:00Z,42.0,287.5,280.9251,-3.1682618,-3.9814012
2023-12-28T15:00:00Z,42.0,288.0,279.02512,-3.6682615,-3.0314014
2023-12-28T15:00:00Z,42.0,288.5,279.4251,-3.7482617,-3.4014013
2023-12-28T15:00:00Z,42.0,289.0,280.6251,-1.9082617,-4.6414013
2023-12-28T15:00:00Z,42.0,289.5,281.02512,-6.9782615,-5.6614013
2023-12-28T18:00:00Z,42.0,285.5,279.6429,-1.6461841,-0.8357593
2023-12-28T18:00:00Z,42.0,286.0,280.94293,-0.54618406,-3.8657591
2023-12-28T18:00:00Z,42.0,286.5,280.74292,-1.606184,-2.0857592
2023-12-28T18:00:00Z,42.0,287.0,278.74292,-3.356184,-4.1157594
2023-12-28T18:00:00Z,42.0,287.5,280.24292,-2.836184,-3.9657593
2023-12-28T18:00:00Z,42.0,288.0,279.04294,-2.916184,-3.915759
2023-12-28T18:00:00Z,42.0,288.5,280.24292,-2.306184,-4.225759
2023-12-28T18:00:00Z,42.0,289.0,281.44293,-1.9061841,-3.2257593
2023-12-28T18:00:00Z,42.0,289.5,281.04294,-7.196184,-5.185759
2023-12-28T21:00:00Z,42.0,285.5,279.117,-1.0758837,-0.4706128
2023-12-28T21:00:00Z,42.0,286.0,280.817,-0.67588377,-3.0506127
2023-12-28T21:00:00Z,42.0,286.5,279.517,-1.3558837,-2.0506127
2023-12-28T21:00:00Z,42.0,287.0,278.217,-2.7758837,-3.6306126
2023-12-28T21:00:00Z,42.0,287.5,279.417,-1.7358837,-3.4706128
2023-12-28T21:00:00Z,42.0,288.0,278.317,-3.2058837,-4.1806126
2023-12-28T21:00:00Z,42.0,288.5,279.317,-1.6558838,-5.1806126
2023-12-28T21:00:00Z,42.0,289.0,280.317,-1.7958838,-5.7006125
2023-12-28T21:00:00Z,42.0,289.5,281.017,-5.2058835,-6.4706125
2023-12-29T00:00:00Z,42.0,285.5,278.6683,-0.45917478,-0.57861817
2023-12-29T00:00:00Z,42.0,286.0,280.26828,-0.4791748,-2.308618
2023-12-29T00:00:00Z,42.0,286.5,278.76828,-1.0991747,-1.5386181
2023-12-29T00:00:00Z,42.0,287.0,277.8683,-1.8591747,-3.138618
2023-12-29T00:00:00Z,42.0,287.5,279.0683,-0.9891748,-3.138618
2023-12-29T00:00:00Z,42.0,288.0,277.8683,-2.1991746,-3.818618
2023-12-29T00:00:00Z,42.0,288.5,278.76828,-1.8791747,-4.6086183
2023-12-29T00:00:00Z,42.0,289.0,279.76828,-1.0491748,-5.838618
2023-12-29T00:00:00Z,42.0,289.5,280.9683,-3.5691748,-8.128618
2023-12-29T03:00:00Z,42.0,285.5,278.5934,-0.18889892,0.021640625
2023-12-29T03:00:00Z,42.0,286.0,279.9934,-0.8388989,-1.5983593
2023-12-29T03:00:00Z,42.0,286.5,278.69342,-0.28889892,-1.2783593
2023-12-29T03:00:00Z,42.0,287.0,277.69342,-1.7288989,-3.0183594
2023-12-29T03:00:00Z,42.0,287.5,278.8934,-0.7788989,-3.2583592
2023-12-29T03:00:00Z,42.0,288.0,277.5934,-1.4488989,-3.8383594
2023-12-29T03:00:00Z,42.0,288.5,278.5934,-0.9188989,-4.6783595
2023-12-29T03:00:00Z,42.0,289.0,279.79343,-0.14889893,-5.328359
2023-12-29T03:00:00Z,42.0,289.5,280.9934,-0.5188989,-10.028359
2023-12-29T06:00:00Z,42.0,285.5,278.426,0.68846923,0.501355
2023-12-29T06:00:00Z,42.0,286.0,279.62598,-0.6815308,-0.628645
2023-12-29T06:00:00Z,42.0,286.5,278.62598,-0.48153076,-0.438645
2023-12-29T06:00:00Z,42.0,287.0,277.62598,-0.69153076,-1.578645
2023-12-29T06:00:00Z,42.0,287.5,278.72598,-0.49153075,-2.308645
2023-12-29T06:00:00Z,42.0,288.0,277.62598,-1.1815307,-2.898645
2023-12-29T06:00:00Z,42.0,288.5,278.22598,-0.81153077,-3.418645
2023-12-29T06:00:00Z,42.0,289.0,279.326,-1.2915307,-4.478645
2023-12-29T06:00:00Z,42.0,289.5,280.926,-1.8715308,-9.258645
2023-12-29T09:00:00Z,42.0,285.5,278.43683,1.0144898,0.366521
2023-12-29T09:00:00Z,42.0,286.0,279.53683,-0.23551024,-0.113479
2023-12-29T09:00:00Z,42.0,286.5,278.43683,-0.27551025,-0.073479004
2023-12-29T09:00:00Z,42.0,287.0,277.73682,-0.6955102,-0.80347896
2023-12-29T09:00:00Z,42.0,287.5,278.6368,0.13448974,-1.4534789
2023-12-29T09:00:00Z,42.0,288.0,277.83682,0.31448975,-1.053479
2023-12-29T09:00:00Z,42.0,288.5,278.03683,0.27448973,-1.783479
2023-12-29T09:00:00Z,42.0,289.0,278.6368,-1.1855103,-3.6934788
2023-12-29T09:00:00Z,42.0,289.5,280.83682,-2.6255102,-7.793479
2023-12-29T12:00:00Z,42.0,285.5,278.01828,1.6210132,-0.26438475
2023-12-29T12:00:00Z,42.0,286.0,279.41827,-0.12898682,0.7256152
2023-12-29T12:00:00Z,42.0,286.5,278.21826,0.18101318,0.9656152
2023-12-29T12:00:00Z,42.0,287.0,277.61826,0.42101318,0.35561523
2023-12-29T12:00:00Z,42.0,287.5,278.41827,-0.008986816,-0.16438477
2023-12-29T12:00:00Z,42.0,288.0,277.61826,0.23101318,-0.23438476
2023-12-29T12:00:00Z,42.0,288.5,277.91827,0.2510132,-0.57438475
2023-12-29T12:00:00Z,42.0,289.0,278.21826,0.68101317,-0.6643847
2023-12-29T12:00:00Z,42.0,289.5,280.81827,0.9110132,-5.2843847
2023-12-29T15:00:00Z,42.0,285.5,277.45172,1.3367554,-1.0595531
2023-12-29T15:00:00Z,42.0,286.0,280.3517,-0.24324462,0.44044676
2023-12-29T15:00:00Z,42.0,286.5,278.55173,0.19675536,0.99044675
2023-12-29T15:00:00Z,42.0,287.0,278.1517,0.62675536,0.91044676
2023-12-29T15:00:00Z,42.0,287.5,278.55173,0.30675536,1.1304468
2023-12-29T15:00:00Z,42.0,288.0,278.3517,0.69675535,1.0204468
2023-12-29T15:00:00Z,42.0,288.5,278.05173,0.40675536,0.5204468
2023-12-29T15:00:00Z,42.0,289.0,278.55173,0.49675536,0.7704468
2023-12-29T15:00:00Z,42.0,289.5,280.7517,1.5267553,-2.3295531
2023-12-29T18:00:00Z,42.0,285.5,277.12753,1.614475,-0.81666017
2023-12-29T18:00:00Z,42.0,286.0,281.82755,0.08447509,0.41333982
2023-12-29T18:00:00Z,42.0,286.5,279.32755,0.6044751,0.12333984
2023-12-29T18:00:00Z,42.0,287.0,278.52756,1.1844751,0.43333983
2023-12-29T18:00:00Z,42.0,287.5,279.12753,0.4644751,1.6633399
2023-12-29T18:00:00Z,42.0,288.0,278.32755,1.3044751,1.3033398
2023-12-29T18:00:00Z,42.0,288.5,279.22754,1.1444751,1.4333398
2023-12-29T18:00:00Z,42.0,289.0,278.52756,1.084475,1.3033398
2023-12-29T18:00:00Z,42.0,289.5,280.72754,2.7444751,1.8633398
2023-12-29T21:00:00Z,42.0,285.5,276.40048,1.5564184,-0.59263915
2023-12-29T21:00:00Z,42.0,286.0,281.0005,0.96641845,-0.40263915
2023-12-29T21:00:00Z,42.0,286.5,279.2005,0.71641845,-0.65263915
2023-12-29T21:00:00Z,42.0,287.0,278.5005,1.0664184,0.13736084
2023-12-29T21:00:00Z,42.0,287.5,279.3005,0.53641844,1.3173608
2023-12-29T21:00:00Z,42.0,288.0,278.6005,1.7864184,1.3273609
2023-12-29T21:00:00Z,42.0,288.5,279.0005,1.3664185,1.7973608
2023-12-29T21:00:00Z,42.0,289.0,278.90048,0.78641844,1.7573608
2023-12-29T21:00:00Z,42.0,289.5,280.8005,2.7364185,2.297361
2023-12-30T00:00:00Z,42.0,285.5,275.66232,1.3112988,-0.7932885
2023-12-30T00:00:00Z,42.0,286.0,279.66232,0.9212988,0.4267114
2023-12-30T00:00:00Z,42.0,286.5,278.16232,0.11129883,-1.2632885
2023-12-30T00:00:00Z,42.0,287.0,277.7623,2.2912989,-1.9532886
2023-12-30T00:00:00Z,42.0,287.5,279.16232,1.2512988,-0.6232886
2023-12-30T00:00:00Z,42.0,288.0,278.7623,2.0312989,0.056711424
2023-12-30T00:00:00Z,42.0,288.5,279.2623,1.5312988,1.3567114
2023-12-30T00:00:00Z,42.0,289.0,279.2623,1.2112988,1.8967113
2023-12-30T00:00:00Z,42.0,289.5,280.7623,3.0712988,3.1967113
2023-12-30T03:00:00Z,42.0,285.5,275.38162,1.0572852,-0.7022363
2023-12-30T03:00:00Z,42.0,286.0,279.1816,0.80728513,0.16776367
2023-12-30T03:00:00Z,42.0,286.5,277.88162,-0.022714844,-2.0922363
2023-12-30T03:00:00Z,42.0,287.0,277.1816,2.787285,-1.8822362
2023-12-30T03:00:00Z,42.0,287.5,278.78162,2.1472852,-0.85223633
2023-12-30T03:00:00Z,42.0,288.0,278.08163,2.6772852,-0.26223633
2023-12-30T03:00:00Z,42.0,288.5,278.98163,1.8272852,0.7677637
2023-12-30T03:00:00Z,42.0,289.0,279.38162,1.0272851,1.4077636
2023-12-30T03:00:00Z,42.0,289.5,280.88162,2.907285,3.1077635
2023-12-30T06:00:00Z,42.0,285.5,274.87042,1.1086962,-0.6919409
2023-12-30T06:00:00Z,42.0,286.0,278.77042,0.43869627,0.33805907
2023-12-30T06:00:00Z,42.0,286.5,277.27042,0.048696287,-1.9819409
2023-12-30T06:00:00Z,42.0,287.0,276.5704,2.9286962,-2.001941
2023-12-30T06:00:00Z,42.0,287.5,278.37042,2.1986961,-0.60194093
2023-12-30T06:00:00Z,42.0,288.0,277.87042,2.7786963,-0.3519409
2023-12-30T06:00:00Z,42.0,288.5,278.47043,2.5386963,0.10805908
2023-12-30T06:00:00Z,42.0,289.0,278.87042,1.6886963,0.97805905
2023-12-30T06:00:00Z,42.0,289.5,280.6704,3.2986963,2.978059
2023-12-30T09:00:00Z,42.0,285.5,274.11282,1.1594311,-0.7388379
2023-12-30T09:00:00Z,42.0,286.0,278.4128,-0.32056883,0.101162106
2023-12-30T09:00:00Z,42.0,286.5,276.81284,0.19943115,-1.9088378
2023-12-30T09:00:00Z,42.0,287.0,275.9128,2.7494311,-1.8188379
2023-12-30T09:00:00Z,42.0,287.5,277.9128,2.039431,-1.0388379
2023-12-30T09:00:00Z,42.0,288.0,277.11282,2.919431,-0.90883785
2023-12-30T09:00:00Z,42.0,288.5,278.21283,2.579431,0.0011621093
2023-12-30T09:00:00Z,42.0,289.0,278.61282,1.6994311,0.8211621
2023-12-30T09:00:00Z,42.0,289.5,280.51282,4.5894313,1.4411621
2023-12-30T12:00:00Z,42.0,285.5,273.2,1.6118798,-0.9481543
2023-12-30T12:00:00Z,42.0,286.0,277.5,0.16187988,-0.64815426
2023-12-30T12:00:00Z,42.0,286.5,275.9,1.0418799,-2.4581542
2023-12-30T12:00:00Z,42.0,287.0,275.30002,3.7218797,-2.6381543
2023-12-30T12:00:00Z,42.0,287.5,277.5,2.6418798,-1.7081542
2023-12-30T12:00:00Z,42.0,288.0,276.4,3.4318798,-1.9381542
2023-12-30T12:00:00Z,42.0,288.5,277.9,2.5818799,-0.71815425
2023-12-30T12:00:00Z,42.0,289.0,278.6,2.5618799,-0.3581543
2023-12-30T12:00:00Z,42.0,289.5,280.80002,5.01188,-0.43815428
2023-12-30T15:00:00Z,42.0,285.5,274.2,2.2366185,-2.015288
2023-12-30T15:00:00Z,42.0,286.0,279.5,0.23661865,1.0547119
2023-12-30T15:00:00Z,42.0,286.5,277.0,1.0166186,-1.1452881
2023-12-30T15:00:00Z,42.0,287.0,276.5,3.9266186,-1.645288
2023-12-30T15:00:00Z,42.0,287.5,278.30002,2.9466186,-0.7952881
2023-12-30T15:00:00Z,42.0,288.0,277.2,3.8366187,-0.76528805
2023-12-30T15:00:00Z,42.0,288.5,278.1,3.6066186,-0.22528808
2023-12-30T15:00:00Z,42.0,289.0,280.5,3.9166186,0.044711914
2023-12-30T15:00:00Z,42.0,289.5,280.7,7.5966187,-0.6152881
2023-12-30T18:00:00Z,42.0,285.5,273.1373,3.1073852,-2.8872435
2023-12-30T18:00:00Z,42.0,286.0,279.53732,1.4573852,-1.5072436
2023-12-30T18:00:00Z,42.0,286.5,276.53732,0.8473852,-2.0972435
2023-12-30T18:00:00Z,42.0,287.0,275.43732,4.047385,-1.5472436
2023-12-30T18:00:00Z,42.0,287.5,277.43732,3.5573852,-1.0072436
2023-12-30T18:00:00Z,42.0,288.0,276.6373,4.607385,-0.99724364
2023-12-30T18:00:00Z,42.0,288.5,279.93732,4.627385,-0.60724366
2023-12-30T18:00:00Z,42.0,289.0,279.2373,3.8173852,-0.07724365
2023-12-30T18:00:00Z,42.0,289.5,280.7373,8.187385,-0.5272436
2023-12-30T21:00:00Z,42.0,285.5,270.8349,3.6034985,-3.2663257
2023-12-30T21:00:00Z,42.0,286.0,276.1349,2.4934986,-0.94632566
2023-12-30T21:00:00Z,42.0,286.5,275.6349,2.0034986,-3.1663256
2023-12-30T21:00:00Z,42.0,287.0,274.1349,4.4534984,-2.3863256
2023-12-30T21:00:00Z,42.0,287.5,276.53488,3.4234984,-1.5763257
2023-12-30T21:00:00Z,42.0,288.0,275.8349,4.3034983,-1.2863257
2023-12-30T21:00:00Z,42.0,288.5,276.8349,3.9834983,-0.70632565
2023-12-30T21:00:00Z,42.0,289.0,277.3349,3.8334985,-0.64632565
2023-12-30T21:00:00Z,42.0,289.5,280.7349,7.4734983,-2.3263257
2023-12-31T00:00:00Z,42.0,285.5,269.8373,3.486394,-3.3900976
2023-12-31T00:00:00Z,42.0,286.0,272.8373,1.666394,-0.44009766
