"Date & Time","Barometer - in Hg","Temp - °F","High Temp - °F","Low Temp - °F","Hum - %","Dew Point - °F","Wet Bulb - °F","Wind Speed - mph","Wind Direction","Wind Run - mi","High Wind Speed - mph","High Wind Direction","Wind Chill - °F","Heat Index - °F","THW Index - °F","THSW Index - °F","Rain - in","Rain Rate - in/h","Solar Rad - W/m^2","Solar Energy - Ly","High Solar Rad - W/m^2","ET - in","UV Index","UV Dose - MEDs","High UV Index","Heating Degree Days","Cooling Degree Days"
"12/7/23 1:00 PM","29.92","29","29","29","70","21","26","5","WNW","2.5","12","WSW","24","29","23","27","0.00","0.00","194","8.35","279","0.00","1","0.2","1","0.748","0.000"
"12/7/23 1:30 PM","29.92","29","29","29","68","19","26","5","WNW","2.5","13","NW","23","28","23","25","0.00","0.00","147","6.32","185","0.00","1","0.2","1","0.758","0.000"
"12/7/23 2:00 PM","29.92","28","29","28","70","20","26","3","WNW","1.5","10","W","25","28","25","25","0.00","0.00","78","3.36","84","0.00","0","0.1","1","0.760","0.000"
"12/7/23 2:30 PM","29.93","29","29","28","69","20","26","4","WNW","2.0","11","W","24","28","24","24","0.00","0.00","65","2.80","90","0.00","0","0.0","0","0.756","0.000"
"12/7/23 3:00 PM","29.93","29","29","29","69","20","26","5","WNW","2.5","11","W","24","28","23","22","0.00","0.00","34","1.46","56","0.00","0","0.0","0","0.750","0.000"
"12/7/23 3:30 PM","29.93","29","29","29","69","20","26","4","WNW","2.0","12","W","25","29","24","22","0.00","0.00","14","0.60","25","0.00","0","0.0","0","0.744","0.000"
"12/7/23 4:00 PM","29.94","30","30","29","65","19","26","3","WNW","1.5","9","NNW","27","29","26","23","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.733","0.000"
"12/7/23 4:30 PM","29.94","30","30","30","64","20","27","4","WNW","2.0","9","WNW","26","30","25","22","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.723","0.000"
"12/7/23 5:00 PM","29.95","31","31","30","63","19","27","4","WNW","2.0","11","NW","26","30","26","22","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.717","0.000"
"12/7/23 5:30 PM","29.95","31","31","30","64","20","27","3","WNW","1.5","8","WNW","28","30","27","24","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.710","0.000"
"12/7/23 6:00 PM","29.96","31","31","31","65","21","28","3","WNW","1.5","8","W","28","30","27","24","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.710","0.000"
"12/7/23 6:30 PM","29.97","31","31","31","65","21","28","3","WNW","1.5","9","NW","28","31","28","24","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.704","0.000"
"12/7/23 7:00 PM","29.98","32","32","31","66","22","28","4","WNW","2.0","10","W","28","31","27","24","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.696","0.000"
"12/7/23 7:30 PM","29.99","32","32","32","66","22","28","3","WNW","1.5","8","NNW","29","31","29","25","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.692","0.000"
"12/7/23 8:00 PM","29.99","32","32","32","66","22","29","3","WNW","1.5","11","NW","30","32","29","26","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.681","0.000"
"12/7/23 8:30 PM","29.99","33","33","32","65","22","29","4","WNW","2.0","9","WSW","29","32","28","25","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.673","0.000"
"12/7/23 9:00 PM","29.99","32","33","32","65","22","29","3","WNW","1.5","10","NW","30","32","29","26","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.677","0.000"
"12/7/23 9:30 PM","29.99","33","33","32","67","23","29","2","WNW","1.0","8","WSW","32","32","31","28","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.673","0.000"
"12/7/23 10:00 PM","30.00","33","33","33","67","23","29","3","WNW","1.5","10","NW","30","32","30","26","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.671","0.000"
"12/7/23 10:30 PM","30.00","33","33","33","71","24","30","4","WNW","2.0","11","W","29","32","29","25","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.671","0.000"
"12/7/23 11:00 PM","30.00","33","33","33","71","25","30","4","WNW","2.0","10","WNW","29","33","29","25","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.667","0.000"
"12/7/23 11:30 PM","30.01","33","33","33","72","25","30","5","WNW","2.5","12","NNW","29","33","28","25","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.660","0.000"
"12/8/23 12:00 AM","30.01","34","34","33","70","25","30","3","WNW","1.5","9","NW","31","33","31","27","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.654","0.000"
"12/8/23 12:30 AM","30.03","34","34","34","72","26","31","3","WNW","1.5","11","NNW","32","34","31","28","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.646","0.000"
"12/8/23 1:00 AM","30.04","34","34","34","73","26","31","3","WNW","1.5","11","NW","32","34","31","28","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.646","0.000"
"12/8/23 1:30 AM","30.04","34","34","34","74","26","31","3","NW","1.5","10","NW","31","33","31","28","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.648","0.000"
"12/8/23 2:00 AM","30.05","34","34","34","76","27","31","3","NW","1.5","11","WNW","32","34","31","28","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.646","0.000"
"12/8/23 2:30 AM","30.06","34","34","34","75","27","32","3","NW","1.5","10","NW","32","34","31","28","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.640","0.000"
"12/8/23 3:00 AM","30.07","35","35","34","74","27","32","3","NW","1.5","9","NNW","32","34","32","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.633","0.000"
"12/8/23 3:30 AM","30.07","34","35","34","75","27","31","2","NW","1.0","6","N","33","34","33","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.646","0.000"
"12/8/23 4:00 AM","30.08","33","34","33","76","27","31","1","NW","0.5","5","WNW","33","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.660","0.000"
"12/8/23 4:30 AM","30.10","34","34","33","77","27","31","2","NW","1.0","7","NW","33","33","33","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.650","0.000"
"12/8/23 5:00 AM","30.11","34","34","34","79","28","32","2","WNW","1.0","9","NW","33","34","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.646","0.000"
"12/8/23 5:30 AM","30.11","34","34","34","79","29","32","3","NW","1.5","9","WNW","32","34","32","28","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.637","0.000"
"12/8/23 6:00 AM","30.12","34","34","34","81","29","32","1","NW","0.5","5","WSW","34","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.640","0.000"
"12/8/23 6:30 AM","30.13","34","34","34","84","29","32","2","WNW","1.0","5","NW","33","33","33","29","0.00","0.00","1","0.04","5","0.00","0","0.0","0","0.652","0.000"
"12/8/23 7:00 AM","30.14","34","34","33","85","29","32","1","WNW","0.5","5","NW","34","33","33","30","0.00","0.00","12","0.52","23","0.00","0","0.0","0","0.656","0.000"
"12/8/23 7:30 AM","30.16","35","35","33","86","31","33","1","WNW","0.5","4","W","35","35","35","33","0.00","0.00","57","2.45","90","0.00","0","0.0","0","0.627","0.000"
"12/8/23 8:00 AM","30.16","38","38","35","79","32","35","3","NW","1.5","11","NNW","36","37","35","35","0.00","0.00","129","5.55","167","0.00","0","0.0","1","0.573","0.000"
"12/8/23 8:30 AM","30.17","39","39","38","75","31","36","4","NW","2.0","13","NW","36","38","35","41","0.00","0.00","208","8.95","243","0.00","1","0.1","1","0.550","0.000"
"12/8/23 9:00 AM","30.18","39","39","39","74","32","36","5","NW","2.5","12","NW","35","39","35","42","0.00","0.00","271","11.66","297","0.00","1","0.2","1","0.540","0.000"
"12/8/23 9:30 AM","30.19","40","40","39","70","31","36","5","NNW","2.5","13","NNW","36","39","35","43","0.00","0.00","321","13.81","341","0.00","1","0.3","2","0.529","0.000"
"12/8/23 10:00 AM","30.19","40","40","40","69","31","36","5","NNW","2.5","12","NW","36","39","36","44","0.00","0.00","359","15.44","373","0.00","2","0.4","2","0.521","0.000"
"12/8/23 10:30 AM","30.19","40","41","40","68","30","36","5","NNW","2.5","11","NW","37","39","36","44","0.00","0.00","384","16.52","396","0.00","2","0.4","2","0.519","0.000"
"12/8/23 11:00 AM","30.19","41","41","40","69","32","37","4","NW","2.0","12","N","38","40","38","46","0.00","0.00","401","17.25","408","0.01","2","0.4","2","0.502","0.000"
"12/8/23 11:30 AM","30.19","41","42","41","69","32","37","3","NNW","1.5","9","NW","40","41","39","48","0.00","0.00","420","18.07","436","0.00","2","0.4","2","0.494","0.000"
"12/8/23 12:00 PM","30.18","40","41","40","71","32","37","4","NNW","2.0","10","NNW","38","40","37","44","0.00","0.00","321","13.81","466","0.01","2","0.4","2","0.517","0.000"
"12/8/23 12:30 PM","30.19","41","41","40","71","33","38","4","N","2.0","10","NNW","39","41","38","47","0.00","0.00","433","18.63","499","0.00","2","0.4","2","0.496","0.000"
"12/8/23 1:00 PM","30.18","41","42","41","70","32","37","4","NNW","2.0","10","N","38","40","38","45","0.00","0.00","307","13.21","366","0.01","1","0.3","2","0.506","0.000"
"12/8/23 1:30 PM","30.20","41","41","40","70","32","37","3","NNW","1.5","9","WNW","39","40","38","44","0.00","0.00","252","10.84","311","0.00","1","0.2","1","0.508","0.000"
"12/8/23 2:00 PM","30.19","40","41","40","70","31","37","4","NW","2.0","9","NNW","38","40","37","43","0.00","0.00","221","9.51","264","0.00","1","0.2","1","0.515","0.000"
"12/8/23 2:30 PM","30.20","40","40","40","71","32","37","3","N","1.5","7","NNE","39","40","38","41","0.00","0.00","143","6.15","186","0.00","0","0.1","1","0.512","0.000"
"12/8/23 3:00 PM","30.21","40","40","40","72","32","36","2","NNW","1.0","8","NW","40","39","39","39","0.00","0.00","59","2.54","77","0.00","0","0.0","0","0.521","0.000"
"12/8/23 3:30 PM","30.22","40","40","40","72","32","36","1","W","0.5","4","SW","40","39","39","38","0.00","0.00","27","1.16","47","0.00","0","0.0","0","0.525","0.000"
"12/8/23 4:00 PM","30.23","38","40","38","74","31","35","0","","0.0","2","NNW","38","38","38","34","0.00","0.00","3","0.13","12","0.00","0","0.0","0","0.560","0.000"
"12/8/23 4:30 PM","30.24","37","38","37","76","30","34","0","","0.0","0","","37","36","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.592","0.000"
"12/8/23 5:00 PM","30.25","35","37","35","78","29","33","0","","0.0","0","","35","35","35","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.621","0.000"
"12/8/23 5:30 PM","30.25","34","35","34","82","29","32","0","","0.0","2","NNE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.648","0.000"
"12/8/23 6:00 PM","30.26","33","34","33","82","28","31","0","","0.0","2","NNE","33","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.665","0.000"
"12/8/23 6:30 PM","30.27","32","33","32","84","28","31","0","","0.0","0","","32","32","32","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.681","0.000"
"12/8/23 7:00 PM","30.27","34","34","32","86","30","32","0","","0.0","3","NE","34","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.654","0.000"
"12/8/23 7:30 PM","30.28","34","35","34","83","30","33","0","","0.0","2","ENE","34","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.640","0.000"
"12/8/23 8:00 PM","30.28","35","35","34","87","31","33","0","","0.0","5","SSE","35","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.633","0.000"
"12/8/23 8:30 PM","30.28","37","37","35","87","34","36","2","SSE","1.0","6","S","37","37","37","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.577","0.000"
"12/8/23 9:00 PM","30.29","38","38","37","85","34","37","3","S","1.5","6","S","37","38","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.554","0.000"
"12/8/23 9:30 PM","30.29","39","39","38","84","34","37","2","SSE","1.0","7","SSE","38","39","38","35","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.546","0.000"
"12/8/23 10:00 PM","30.28","39","39","38","84","34","37","2","S","1.0","6","SSE","38","38","38","35","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.550","0.000"
"12/8/23 10:30 PM","30.28","39","39","39","84","34","37","3","SSE","1.5","9","SSE","37","39","37","34","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.544","0.000"
"12/8/23 11:00 PM","30.28","39","39","39","83","34","37","4","SSE","2.0","9","SSE","36","39","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.542","0.000"
"12/8/23 11:30 PM","30.28","40","40","39","83","35","37","3","SSE","1.5","10","SSE","38","39","38","34","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.531","0.000"
"12/9/23 12:00 AM","30.29","40","40","40","83","35","38","4","SSE","2.0","9","SSE","37","40","37","34","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.523","0.000"
"12/9/23 12:30 AM","30.29","40","40","40","84","36","38","4","SSE","2.0","10","S","38","40","37","34","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.515","0.000"
"12/9/23 1:00 AM","30.29","41","41","40","83","36","39","5","S","2.5","12","SSE","37","40","37","34","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.506","0.000"
"12/9/23 1:30 AM","30.29","41","41","41","82","36","39","5","S","2.5","11","S","38","41","37","34","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.500","0.000"
"12/9/23 2:00 AM","30.29","41","41","41","83","36","39","5","SSE","2.5","11","SSE","38","41","38","35","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.496","0.000"
"12/9/23 2:30 AM","30.29","41","41","41","84","37","39","4","SSE","2.0","12","SSE","39","41","39","36","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.492","0.000"
"12/9/23 3:00 AM","30.30","42","42","41","84","37","40","4","SSE","2.0","10","SE","39","41","39","36","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.488","0.000"
"12/9/23 3:30 AM","30.29","42","42","42","84","38","40","5","S","2.5","11","S","39","42","39","36","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.477","0.000"
"12/9/23 4:00 AM","30.30","43","43","42","85","38","41","5","S","2.5","14","S","40","42","39","36","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.467","0.000"
"12/9/23 4:30 AM","30.30","43","43","43","86","39","41","5","SSE","2.5","12","S","40","43","40","37","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.458","0.000"
"12/9/23 5:00 AM","30.31","43","43","43","86","39","42","6","S","3.0","14","SSE","40","43","40","37","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.452","0.000"
"12/9/23 5:30 AM","30.31","43","44","43","87","40","42","7","S","3.5","15","SSE","39","43","39","36","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.450","0.000"
"12/9/23 6:00 AM","30.30","43","44","43","88","40","42","6","SSE","3.0","13","S","40","43","40","37","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.452","0.000"
"12/9/23 6:30 AM","30.31","43","43","43","88","40","42","6","SSE","3.0","16","SSE","40","43","40","37","0.00","0.00","0","0.00","5","0.00","0","0.0","0","0.450","0.000"
"12/9/23 7:00 AM","30.31","44","44","43","89","41","42","6","SSE","3.0","14","SSE","40","44","40","38","0.00","0.00","17","0.73","26","0.00","0","0.0","0","0.444","0.000"
"12/9/23 7:30 AM","30.31","44","44","44","89","41","43","7","SSE","3.5","15","SSE","40","44","40","39","0.00","0.00","45","1.94","74","0.00","0","0.0","0","0.433","0.000"
"12/9/23 8:00 AM","30.31","45","45","44","87","41","43","6","SSE","3.0","14","SE","42","45","42","41","0.00","0.00","92","3.96","113","0.00","0","0.0","0","0.417","0.000"
"12/9/23 8:30 AM","30.31","46","46","45","85","42","44","7","SSE","3.5","18","SSE","42","46","42","46","0.00","0.00","157","6.75","209","0.00","1","0.1","1","0.396","0.000"
"12/9/23 9:00 AM","30.32","47","47","46","84","42","45","6","SSE","3.0","15","SSE","44","47","44","49","0.00","0.00","225","9.68","302","0.00","1","0.2","1","0.377","0.000"
"12/9/23 9:30 AM","30.32","48","48","47","82","43","46","6","SSE","3.0","14","ESE","45","48","45","53","0.00","0.00","309","13.29","348","0.00","1","0.3","1","0.352","0.000"
"12/9/23 10:00 AM","30.32","48","48","48","81","42","45","8","S","4.0","20","SSE","44","48","44","51","0.00","0.00","305","13.12","369","0.01","2","0.3","2","0.358","0.000"
"12/9/23 10:30 AM","30.31","48","48","48","81","43","46","8","S","4.0","18","SSE","45","48","44","52","0.00","0.00","330","14.20","378","0.00","2","0.4","2","0.348","0.000"
"12/9/23 11:00 AM","30.28","49","49","48","79","43","46","8","S","4.0","17","S","45","49","45","53","0.00","0.00","340","14.63","383","0.01","2","0.4","2","0.335","0.000"
"12/9/23 11:30 AM","30.28","49","49","49","80","43","46","9","S","4.5","18","S","45","49","44","51","0.00","0.00","308","13.25","348","0.00","2","0.4","2","0.335","0.000"
"12/9/23 12:00 PM","30.27","50","50","49","79","44","47","7","S","3.5","18","S","47","50","47","56","0.00","0.00","375","16.13","418","0.01","2","0.4","2","0.312","0.000"
"12/9/23 12:30 PM","30.26","49","50","49","81","43","46","8","S","4.0","17","SSE","45","49","45","49","0.00","0.00","183","7.87","364","0.00","1","0.3","2","0.338","0.000"
"12/9/23 1:00 PM","30.26","49","49","49","79","43","46","7","S","3.5","19","SSE","46","49","46","52","0.00","0.00","254","10.93","355","0.00","1","0.3","1","0.331","0.000"
"12/9/23 1:30 PM","30.24","49","49","49","80","43","46","6","S","3.0","16","S","46","49","46","51","0.00","0.00","190","8.17","330","0.00","1","0.2","1","0.333","0.000"
"12/9/23 2:00 PM","30.23","48","49","48","81","43","46","6","SSE","3.0","12","S","46","48","46","49","0.00","0.00","144","6.20","234","0.00","1","0.1","1","0.344","0.000"
"12/9/23 2:30 PM","30.24","48","48","48","82","43","45","5","SSE","2.5","12","SSE","46","48","46","46","0.00","0.00","58","2.50","76","0.00","0","0.0","0","0.356","0.000"
"12/9/23 3:00 PM","30.24","48","48","48","82","43","46","4","SSE","2.0","12","SSE","47","48","47","46","0.00","0.00","24","1.03","46","0.00","0","0.0","0","0.348","0.000"
"12/9/23 3:30 PM","30.22","48","48","48","84","44","46","5","SSE","2.5","11","SSE","46","48","46","44","0.00","0.00","4","0.17","11","0.00","0","0.0","0","0.350","0.000"
"12/9/23 4:00 PM","30.23","48","48","48","84","44","46","5","S","2.5","12","SSE","46","48","46","44","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.348","0.000"
"12/9/23 4:30 PM","30.22","48","48","48","85","44","46","6","SSE","3.0","12","SSE","46","48","46","43","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.350","0.000"
"12/9/23 5:00 PM","30.21","48","48","48","87","45","46","5","SSE","2.5","14","S","46","48","46","44","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.348","0.000"
"12/9/23 5:30 PM","30.21","48","48","48","88","45","46","5","SSE","2.5","11","S","46","48","46","43","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.352","0.000"
"12/9/23 6:00 PM","30.21","48","48","48","89","45","47","4","SSE","2.0","11","SSE","47","48","47","44","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.350","0.000"
"12/9/23 6:30 PM","30.19","48","48","48","90","45","47","6","SSE","3.0","11","SSE","45","48","45","43","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.356","0.000"
"12/9/23 7:00 PM","30.18","48","48","48","90","45","46","5","SSE","2.5","12","SSE","46","48","46","43","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.358","0.000"
"12/9/23 7:30 PM","30.18","48","48","48","91","45","46","4","S","2.0","11","SSE","46","48","46","44","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.363","0.000"
"12/9/23 8:00 PM","30.17","48","48","48","92","46","47","5","S","2.5","11","S","46","49","47","44","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.344","0.000"
"12/9/23 8:30 PM","30.17","49","49","48","92","46","47","5","S","2.5","11","SSE","47","49","47","44","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.342","0.000"
"12/9/23 9:00 PM","30.18","49","49","49","92","47","48","4","S","2.0","10","SSE","48","49","48","46","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.333","0.000"
"12/9/23 9:30 PM","30.17","49","49","49","92","47","48","4","S","2.0","9","S","47","49","48","45","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.338","0.000"
"12/9/23 10:00 PM","30.17","48","49","48","93","47","47","5","SSW","2.5","10","SW","46","49","47","44","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.344","0.000"
"12/9/23 10:30 PM","30.16","48","48","48","94","47","47","6","SSW","3.0","13","SSW","46","49","46","43","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.348","0.000"
"12/9/23 11:00 PM","30.15","47","48","47","94","46","47","6","SSW","3.0","14","SW","45","48","45","42","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.367","0.000"
"12/9/23 11:30 PM","30.13","47","47","47","94","45","46","4","SSW","2.0","7","W","46","47","46","43","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.373","0.000"
"12/10/23 12:00 AM","30.13","47","47","47","94","45","46","3","SSW","1.5","7","SSW","46","47","46","44","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.377","0.000"
"12/10/23 12:30 AM","30.12","47","47","47","94","45","46","3","SSW","1.5","7","S","46","47","46","44","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.377","0.000"
"12/10/23 1:00 AM","30.13","47","47","47","95","46","46","4","SSW","2.0","8","WSW","46","47","46","43","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.373","0.000"
"12/10/23 1:30 AM","30.12","48","48","47","95","46","47","3","SW","1.5","8","S","47","48","47","45","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.365","0.000"
"12/10/23 2:00 AM","30.13","48","48","47","95","46","47","3","SW","1.5","6","SW","47","48","48","45","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.358","0.000"
"12/10/23 2:30 AM","30.13","48","48","48","95","46","47","3","S","1.5","7","S","47","48","47","45","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.360","0.000"
"12/10/23 3:00 AM","30.13","47","48","47","95","46","47","3","S","1.5","6","SSE","47","48","47","45","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.367","0.000"
"12/10/23 3:30 AM","30.10","47","48","47","95","46","47","3","S","1.5","6","SSW","47","48","47","44","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.371","0.000"
"12/10/23 4:00 AM","30.09","47","47","47","95","45","46","3","SE","1.5","8","SSE","46","47","46","44","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.381","0.000"
"12/10/23 4:30 AM","30.09","46","47","46","95","45","46","3","SSE","1.5","10","SSE","45","46","46","43","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.392","0.000"
"12/10/23 5:00 AM","30.10","47","47","46","95","45","46","5","S","2.5","12","S","44","47","45","42","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.381","0.000"
"12/10/23 5:30 AM","30.10","47","47","47","95","46","46","6","S","3.0","10","S","44","47","45","42","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.373","0.000"
"12/10/23 6:00 AM","30.10","47","47","47","95","46","47","4","S","2.0","9","S","46","48","46","43","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.369","0.000"
"12/10/23 6:30 AM","30.08","48","48","47","95","46","47","5","SSE","2.5","10","S","45","48","46","43","0.00","0.00","0","0.00","5","0.00","0","0.0","0","0.365","0.000"
"12/10/23 7:00 AM","30.08","48","48","47","96","47","47","5","S","2.5","11","SSE","46","48","46","44","0.00","0.00","14","0.60","30","0.00","0","0.0","0","0.358","0.000"
"12/10/23 7:30 AM","30.08","48","48","48","96","47","48","6","S","3.0","12","S","46","49","46","45","0.00","0.00","54","2.32","120","0.00","0","0.0","0","0.346","0.000"
"12/10/23 8:00 AM","30.08","49","49","48","96","48","49","6","S","3.0","13","SSE","47","50","47","48","0.00","0.00","117","5.03","188","0.00","0","0.0","0","0.329","0.000"
"12/10/23 8:30 AM","30.07","50","50","49","96","49","49","6","SSE","3.0","14","SSE","47","50","48","53","0.00","0.00","178","7.66","264","0.00","1","0.1","1","0.319","0.000"
"12/10/23 9:00 AM","30.07","50","50","50","95","49","49","8","S","4.0","16","S","46","50","47","52","0.00","0.00","204","8.78","364","0.00","1","0.1","1","0.315","0.000"
"12/10/23 9:30 AM","30.07","51","51","50","94","49","50","8","S","4.0","16","S","47","51","48","52","0.00","0.00","161","6.93","253","0.00","1","0.2","1","0.298","0.000"
"12/10/23 10:00 AM","30.06","52","52","51","90","49","51","9","S","4.5","19","S","48","52","49","53","0.00","0.00","182","7.83","313","0.00","1","0.2","1","0.269","0.000"
"12/10/23 10:30 AM","30.05","53","53","52","90","51","52","10","S","5.0","22","S","49","54","49","52","0.00","0.00","131","5.64","206","0.00","1","0.2","1","0.242","0.000"
"12/10/23 11:00 AM","30.02","55","55","53","90","52","53","11","SSW","5.5","23","S","50","55","51","57","0.00","0.00","311","13.38","381","0.00","2","0.3","2","0.210","0.000"
"12/10/23 11:30 AM","30.01","56","56","55","89","52","54","10","S","5.0","21","S","52","56","52","59","0.00","0.00","332","14.28","424","0.00","2","0.4","2","0.198","0.000"
"12/10/23 12:00 PM","29.99","56","56","55","90","53","54","10","S","5.0","25","S","53","56","53","60","0.00","0.00","329","14.15","420","0.01","2","0.4","2","0.183","0.000"
"12/10/23 12:30 PM","29.97","57","57","56","89","53","55","11","S","5.5","22","SSE","53","57","53","59","0.00","0.00","282","12.13","501","0.00","1","0.3","2","0.173","0.000"
"12/10/23 1:00 PM","29.96","56","57","56","90","53","54","8","S","4.0","15","S","53","56","53","57","0.00","0.00","157","6.75","332","0.00","1","0.2","1","0.198","0.000"
"12/10/23 1:30 PM","29.94","54","56","54","92","52","53","8","S","4.0","18","S","52","55","52","52","0.00","0.00","59","2.54","105","0.00","0","0.0","1","0.219","0.000"
"12/10/23 2:00 PM","29.93","54","55","54","93","53","53","9","S","4.5","19","S","51","55","51","53","0.00","0.00","85","3.66","181","0.00","0","0.0","1","0.219","0.000"
"12/10/23 2:30 PM","29.92","54","55","54","93","53","53","10","S","5.0","20","S","51","55","51","50","0.00","0.00","24","1.03","47","0.00","0","0.0","0","0.219","0.000"
"12/10/23 3:00 PM","29.90","55","55","54","94","53","54","11","S","5.5","22","SSE","50","55","50","49","0.00","0.00","16","0.69","40","0.00","0","0.0","0","0.217","0.000"
"12/10/23 3:30 PM","29.90","55","55","54","94","53","54","10","S","5.0","21","SSE","51","55","51","50","0.00","0.00","4","0.17","9","0.00","0","0.0","0","0.215","0.000"
"12/10/23 4:00 PM","29.91","54","55","54","94","53","53","11","S","5.5","23","S","50","54","50","48","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.225","0.000"
"12/10/23 4:30 PM","29.90","54","54","54","95","53","54","11","S","5.5","26","SSE","50","55","50","48","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.221","0.000"
"12/10/23 5:00 PM","29.89","54","54","54","95","53","53","11","S","5.5","22","SSW","50","54","50","48","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.227","0.000"
"12/10/23 5:30 PM","29.88","54","54","54","95","52","53","10","S","5.0","24","SSE","49","54","50","48","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.240","0.000"
